file_path,error_reason
/home/hemduttdabral/Downloads/proj-api-volume-dump/a63b837c-c557-458b-a435-ea6476d0f5b0/workspace/projects/Project_name_623364/ai_Project_name_623364.json,'project_owner_uuid' is a required property
/home/hemduttdabral/Downloads/proj-api-volume-dump/6d5f93a8-ac97-4edb-92cb-ffcc7af0d21c/workspace/projects/VSM01Test/ai_VSM01Test.json,'$schema' is a required property
/home/hemduttdabral/Downloads/proj-api-volume-dump/6030675e-f6ba-4f10-ae9e-64942185c508/workspace/ai_.json,'$schema' is a required property
/home/hemduttdabral/Downloads/proj-api-volume-dump/6030675e-f6ba-4f10-ae9e-64942185c508/workspace/20240402_drilling_machine/ai_20240402_drilling_machine.json,'$schema' is a required property
/home/hemduttdabral/Downloads/proj-api-volume-dump/6030675e-f6ba-4f10-ae9e-64942185c508/workspace/projects/brand_new_project/ai_brand_new_project.json,'$schema' is a required property
/home/hemduttdabral/Downloads/proj-api-volume-dump/6030675e-f6ba-4f10-ae9e-64942185c508/workspace/projects/gps-buddy/ai_gps-buddy.json,'$schema' is a required property
/home/hemduttdabral/Downloads/proj-api-volume-dump/6030675e-f6ba-4f10-ae9e-64942185c508/workspace/projects/poc-p/ai_poc-p.json,'$schema' is a required property
/home/hemduttdabral/Downloads/proj-api-volume-dump/a0006b4b-821d-40f3-8b1d-2b657a42d58d/workspace/projects/Sample/ai_Sample.json,'project_owner_uuid' is a required property
/home/hemduttdabral/Downloads/proj-api-volume-dump/b2b524e4-8011-705e-f1e3-5edf3b54a513/workspace/projects/test/ai_test.json,'$schema' is a required property
/home/hemduttdabral/Downloads/proj-api-volume-dump/6e6b9a67-2aee-497a-8350-5456fc7f8f77/workspace/projects/Project_name_866112/ai_Project_name_866112.json,'project_owner_uuid' is a required property
/home/hemduttdabral/Downloads/proj-api-volume-dump/6e6b9a67-2aee-497a-8350-5456fc7f8f77/workspace/projects/Project_name_288470/ai_Project_name_288470.json,'project_owner_uuid' is a required property
/home/hemduttdabral/Downloads/proj-api-volume-dump/6e6b9a67-2aee-497a-8350-5456fc7f8f77/workspace/projects/Project_name_135614/ai_Project_name_135614.json,'project_owner_uuid' is a required property
